"fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","btrc","government_activity","fund_group_name","fund_type","fund_name","fund","account_name","account_code","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","authority_name","authority_link","department_number","program","vendor_id","zip","payment_method","payment_status","inv_num","invoice_due_date","invoice_discount_due_date","inv_date","inv_line","inv_dist_line","po_num","description","detailed_item_description","unit_price","unit_of_measure","quantity","sales_tax_percent","sales_tax","discount","receiver_id","po_date","po_line_number","procurement_organization","buyer_name","supplier_city","supplier_country","bu_name","site_location","item_code","item_code_name","currency","value_of_spend","vendor_num"
"2024","COUNCIL","TIME WARNER CABLE INFORMATION SERVICES (CA) LLC","2024-06-13T00:00:00.000","87.9",,"500538","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000119206","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","LEGISLATION AND POLICY DETERMINATION","100009845","91716-0074","CHECK","PAID","282410028A081",,,"2024-06-11T00:00:00.000","1","1","GAEAE28AE24280002M",,"CD10 -  229330201060124 CABLE SERVICE",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"100009845-TIME WARNER CABLE INFORMATION SERVICES (CA) LLC"
"2024","COUNCIL","RASIX COMPUTER","2024-06-17T00:00:00.000","87.02",,"2633277","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120512","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000045904","91911","CHECK","PAID","28240000071529","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-04-29T00:00:00.000","1","1","CPO28240000481205","CLA- RASIX COMPUTER QUOTE 44038 DATED 4-19-24","HP 202A (CF502A) TONER CARTRIDGE - YELLOW - LASER","79.471",,"1","9.5","7.55","0","240000127889","2024-04-24T00:00:00.000","3","CITY","84463.0","CHULA VISTA","US","CITY","LOS ANGELES","44103103","TONER","USD","87.02","000045904-RASIX COMPUTER"
"2024","COUNCIL","TIME WARNER CABLE INFORMATION SERVICES (CA) LLC","2024-06-04T00:00:00.000","86.41",,"500538","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000114737","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","LEGISLATION AND POLICY DETERMINATION","100009845","91716","CHECK","PAID","282410028T142",,,"2024-06-04T00:00:00.000","1","1","GAEAE28AE24280002M",,"CD8 - CABLE AND INTERNET SVCS #8448 30 074 6202099",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"100009845-TIME WARNER CABLE INFORMATION SERVICES (CA) LLC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-07T00:00:00.000","86.4",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000116701","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000068034","2024-06-12T00:00:00.000","2024-06-12T00:00:00.000","2024-05-13T00:00:00.000","1","1","CPO28240000482475","CD10 WESTERN  AAA INV#01-147504-12","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","14.4",,"6","0","0","0","240000123733","2024-04-30T00:00:00.000","1","CITY","75262.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","86.4","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-10T00:00:00.000","86.4",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117425","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000068845","2024-06-13T00:00:00.000","2024-06-13T00:00:00.000","2024-05-14T00:00:00.000","1","27","CPO28240000482494","CD10 WESTERN  AAA INV#01-147514-13","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","14.4",,"6","0","0","0","240000123747","2024-04-30T00:00:00.000","3","CITY","75262.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","86.4","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-12T00:00:00.000","86.4",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000118867","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000069589","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-05-16T00:00:00.000","1","8","CPO28240000488563","CD6 AAA  01-147423","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","14.4",,"6","0","0","0","240000123528","2024-05-20T00:00:00.000","5","CITY","89766.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","86.4","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-17T00:00:00.000","85.2","BAD1000","798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120480","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","BAD1000",,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000071531","2024-06-19T00:00:00.000","2024-06-19T00:00:00.000","2024-06-10T00:00:00.000","1","84","BPO28240000224313","CD6 AAA INV#01-129646","TABLE 6' BANQUET","8.52",,"10","0","0","0","240000130441","2024-06-05T00:00:00.000","2","CITY","89766.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","85.2","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","SYSCO LOS ANGELES INC","2024-06-11T00:00:00.000","83.16",,"62623","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","SPECIAL REVENUE","STATE AB1290 CITY FUND","53P","CD 14 REDEVELOPMENT FUND","281214","AD26240000118159","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000025441","91789","CHECK","PAID","28240000069219","2024-06-12T00:00:00.000","2024-06-12T00:00:00.000","2024-05-13T00:00:00.000","1","5","CPO28240000483643","SYSCO / QUOTE DATE: 3/15/24","DOMESTIC DISPOSABLE KITCHENWARE","83.1621",,"1","0","0","0","240000130206","2024-05-02T00:00:00.000","5","CITY","56700.0","WALNUT","US","CITY","LOS ANGELES","521515","DOMESTIC DISPOSABLE KITCHENWARE","USD","83.16","000025441-SYSCO LOS ANGELES INC"
"2024","COUNCIL","MAGIC JUMP RENTALS","2024-06-12T00:00:00.000","80","BAD1000","4444444444","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000118891","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","BAD1000",,"28","GENERAL SERVICES PROCUREMENT","000050101","91342","CHECK","PAID","28240000069590","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-03-29T00:00:00.000","1","2","BPO28240000218053","MAGIC JUMP RENTALS, INC. INV#388268","SERVICE COST","80",,"1","0","0","0","240000130576","2024-03-11T00:00:00.000","5","CITY","89766.0","SYLMAR","US","CITY","LOS ANGELES","2519","TRANSPORTATION SERVICES EQUIPMENT","USD","80","000050101-MAGIC JUMP RENTALS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","79.89",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000023946","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000070839","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","12","CPO28240000492346","CD1 KONICA LEASE JUNE 2024 RT00665013","SEGMENT 3, KM C360I, OPTION 2","72.9645",,"1","9.5","6.93","0","240000128257","2024-05-31T00:00:00.000","1","CITY","89766.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","79.89","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-10T00:00:00.000","79.04",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117425","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000068845","2024-06-13T00:00:00.000","2024-06-13T00:00:00.000","2024-05-14T00:00:00.000","1","28","CPO28240000482494","CD10 WESTERN  AAA INV#01-147514-13","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","9.88",,"8","0","0","0","240000123747","2024-04-30T00:00:00.000","4","CITY","75262.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","79.04","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-10T00:00:00.000","79.04",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117425","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000068847","2024-06-13T00:00:00.000","2024-06-13T00:00:00.000","2024-05-14T00:00:00.000","1","38","CPO28240000482488","CD10 WESTERN  AAA INV#01-147513-10","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","9.88",,"8","0","0","0","240000123745","2024-04-30T00:00:00.000","4","CITY","75262.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","79.04","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-10T00:00:00.000","79.04",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117425","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000068845","2024-06-13T00:00:00.000","2024-06-13T00:00:00.000","2024-05-14T00:00:00.000","1","33","CPO28240000482508","CD10 WESTERN  AAA INV#01-147515-09","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","9.88",,"8","0","0","0","240000123759","2024-04-30T00:00:00.000","4","CITY","75262.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","79.04","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","ODP BUSINESS SOLUTIONS, LLC","2024-06-10T00:00:00.000","78.79",,"3326022","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117370","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","28240000068029","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-04-23T00:00:00.000","1","94","CPO28240000479993","ODP ORDER: 04/19/24","BELKIN(R) 6 CORD CONCEALER, GRAY","14.39",,"5","9.5","6.84","0","240000123399","2024-04-19T00:00:00.000","3","CITY","56700.0","PHOENIX","US","CITY","LOS ANGELES","43","COMMUNICATIONS, COMPUTER EQUIPMENT, PERIPHERALS, COMPONENTS","USD","78.79","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","COUNCIL","T-MOBILE","2024-06-10T00:00:00.000","78.76",,"2451381","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000117426","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041755","45274-2596","CHECK","PAID","28240000068478","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-06-05T00:00:00.000","1","6","CPO28240000489770","INV# 890364208-051624","CELLULAR TELEPHONE SERVICES","78.76",,"1","0","0","0","240000129537","2024-05-22T00:00:00.000","1","CITY","84463.0","CINCINNATI","US","CITY","LOS ANGELES","83111603","CELLULAR TELEPHONE SERVICES","USD","78.76","000041755-T-MOBILE"
"2024","COUNCIL","PRIVACY-COUNCIL","2024-06-20T00:00:00.000","78.49",,"9999999999","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTINGENT EXPENSE","004620","AD26240000121156","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","PRIVACY-COUNCIL",,"28","LEGISLATION AND POLICY DETERMINATION","PRIVACY-COUNCIL",,"CHECK","PAID","282410028T145",,,"2024-06-20T00:00:00.000","1","1",,"PRIVACY-COUNCIL","PRIVACY-COUNCIL",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"PRIVACY-COUNCIL"
"2024","COUNCIL","ODP BUSINESS SOLUTIONS, LLC","2024-06-04T00:00:00.000","77.56","BAD1000","3326022","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000114835","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","BAD1000",,"28","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","28240000066521","2024-06-10T00:00:00.000","2024-06-10T00:00:00.000","2024-05-03T00:00:00.000","1","26","BPO28240000220654","CD5  WILS ODP ORDER 4-16-24","HEALTHY SNACK BAR BOX, ITEM#593121","38.78",,"2","0","0","0","240000119719","2024-04-16T00:00:00.000","11","CITY","84463.0","PHOENIX","US","CITY","LOS ANGELES","5020","BEVERAGES","USD","77.56","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","COUNCIL","ODP BUSINESS SOLUTIONS, LLC","2024-06-04T00:00:00.000","77.36","BAD1000","3326022","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000114835","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","BAD1000",,"28","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","28240000066521","2024-06-10T00:00:00.000","2024-06-10T00:00:00.000","2024-05-03T00:00:00.000","1","32","BPO28240000220496","CD5 MAIN ODP ORDER 4-15-24","PEETS COFFEE & TEA GROUND COFFEE, ITEM#355386","19.34",,"4","0","0","0","240000119708","2024-04-15T00:00:00.000","5","CITY","84463.0","PHOENIX","US","CITY","LOS ANGELES","23181801","COFFEE BREWING EQUIPMENT OR SUPPLIES","USD","77.36","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-17T00:00:00.000","76.72","BAD1000","798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120480","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","BAD1000",,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000071531","2024-06-19T00:00:00.000","2024-06-19T00:00:00.000","2024-06-17T00:00:00.000","1","87","BPO28240000224312","CD6 AAA INV#01-128070","TABLE 8' BANQUET","9.59",,"8","0","0","0","240000130480","2024-06-05T00:00:00.000","2","CITY","89766.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","76.72","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-04T00:00:00.000","76.5",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000114866","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000066946","2024-06-07T00:00:00.000","2024-06-07T00:00:00.000","2024-05-28T00:00:00.000","1","7","CPO28240000432083","CD7 AAA  01-142731","BUS TUB PLASTIC","12.75",,"6","0","0","0","240000125062","2023-10-21T00:00:00.000","5","CITY","66335.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","76.5","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","IMPACT INTERNATIONAL","2024-06-18T00:00:00.000","76.44",,"763593","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EPAY26240000004658","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000033950","90031","EFT","PAID","28240000072051","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-14T00:00:00.000","1","20","CPO28240000494738","CD10 IMPACT INTERNATIONAL INV# 34901","FRAMES AND CUSTOM FRAMING","35.26",,"2","9.5","6.7","0.71","240000133144","2024-06-07T00:00:00.000","1","CITY","75262.0","LOS ANGELES","US","CITY","LOS ANGELES","601214","PICTURE FRAMING","USD","77.15","000033950-IMPACT INTERNATIONAL"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-03T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000022640","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000065439","2024-06-05T00:00:00.000","2024-06-05T00:00:00.000","2024-05-01T00:00:00.000","1","20","CPO28240000488284","CD4 KONICA LEASE MAY 2024 RT00652938","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000123262","2024-05-17T00:00:00.000","2","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-03T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000022640","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000065439","2024-06-05T00:00:00.000","2024-06-05T00:00:00.000","2024-05-01T00:00:00.000","1","19","CPO28240000488284","CD4 KONICA LEASE MAY 2024 RT00652938","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000123262","2024-05-17T00:00:00.000","1","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-03T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000022640","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000065439","2024-06-05T00:00:00.000","2024-06-05T00:00:00.000","2024-05-01T00:00:00.000","1","12","CPO28240000488269","CLA- KONICA LEASE INV# RT00652952 MAY 2024","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000123238","2024-05-17T00:00:00.000","1","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000023945","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000070839","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","194","CPO28240000492050","CD4 KONICA LEASE JUNE 2024 RT00659638","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000129364","2024-05-31T00:00:00.000","2","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000023945","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000070839","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","196","CPO28240000492058","CLA- KONICA LEASE INV# RT00659652 JUNE 2024","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000129383","2024-05-31T00:00:00.000","1","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","76.09",,"0","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000023945","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","28240000070839","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","193","CPO28240000492050","CD4 KONICA LEASE JUNE 2024 RT00659638","SEGMENT 3, KM C360I, OPTION 2","69.49",,"1","9.5","6.6","0","240000129364","2024-05-31T00:00:00.000","1","CITY","84463.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","76.09","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-05T00:00:00.000","76",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","SPECIAL REVENUE","STATE AB1290 CITY FUND","53P","CD 14 REDEVELOPMENT FUND","281214","AD26240000115513","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000067369","2024-06-06T00:00:00.000","2024-06-06T00:00:00.000","2024-05-29T00:00:00.000","1","11","CPO28240000439197","CD14 / AAA  / INV 01-144012 AB1290","TABLECLOSE REPLACEMENT CHARGE","38",,"2","0","0","0","240000091916","2023-11-16T00:00:00.000","11","CITY","67885.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","76","000041749-BELTRAN RENTS AND SALES INC"
"2024","COUNCIL","BELTRAN RENTS AND SALES INC","2024-06-17T00:00:00.000","75.6",,"798791","EXECUTIVE AND LEGISLATIVE","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120480","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"28","GENERAL SERVICES PROCUREMENT","000041749","91406","CHECK","PAID","28240000071534","2024-06-20T00:00:00.000","2024-06-20T00:00:00.000","2024-06-06T00:00:00.000","1","113","CPO28240000483540","CD7 AAA  01-147248","RENTAL, EQUIPMENT, SPECIAL EVENT (PARTY) EQUIPMENT","12.6",,"6","0","0","0","240000128904","2024-05-02T00:00:00.000","1","CITY","89766.0","VAN NUYS","US","CITY","LOS ANGELES","90101602","PARTY TENT SERVICES","USD","75.6","000041749-BELTRAN RENTS AND SALES INC"
