"AGENCYNBR","AGENCYNAME","CALENDAR_YEAR","CALENDAR_MONTH","VENDOR_NAME","CITY","STATE","POSTAL","EFFDT","VOUCHER_ID","VOUCHER_STYLE","VCHR_STYLE_DESCR","VOUCHER_ID_RELATED","INVOICE_DT","TRANSACTION_TYPE","PYMNT_AMT","PYMNT_DT","CANCEL_DT","FUND_CODE","FUNDDESCR","CLASS_FLD","CLASSDESCR","DEPTID","DEPTDESCR","ACCOUNT","ACCTDESCR","OPERATING_UNIT","OPERUNITDESCR","PRODUCT","PRODUCTDESCR","PROGRAM_CODE","PGMDESCR","BUDGET_REF","CHARTFIELD1","CF1DESCR","CHARTFIELD2","CF2DESCR","PROJECT_ID","PROJDESCR","ACTIVITY","ACTVDESCR","RESTYPE","RESDESCR","RCAT","RCATDESCR","RSUBCAT","RSUBCATDESCR","PO_ID","ITEM_DESCRIPTION","OCP_DS_DATE","ROWID"
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901076","REG","Regular Voucher"," ","07/17/2020","N",65.01,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk+GAAP
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901077","REG","Regular Voucher"," ","07/16/2020","N",686,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","534260","Medical Supplies And Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk+GAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","LABXPRESS LLC","OKLAHOMA CITY","OK","73135-5926","07/23/2020","01901078","REG","Regular Voucher"," ","06/30/2020","N",8377.9,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","515620","Collection Agencies"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901079","REG","Regular Voucher"," ","07/15/2020","N",360.61,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","RADIANT SOFTWARE INC","CLEARWATER","FL","33759-4553","07/23/2020","01901080","REG","Regular Voucher"," ","07/10/2020","N",10639,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","533150","Mtce-Rep.-Dp Software-Vendors"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","CRAFTSMAN BOOK COMPANY OF AMERICA INC","CARLSBAD","CA","92011-1514","07/23/2020","01901081","REG","Regular Voucher"," ","07/02/2020","N",3660,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","533150","Mtce-Rep.-Dp Software-Vendors"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","QUALTRICS LLC","PHOENIX","AZ","85038-9650","07/23/2020","01901082","REG","Regular Voucher"," ","02/27/2020","N",6000,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","515990","Other Svcs-exc.Pub.Admin."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","EMBASSY SUITES","NORMAN","OK","73069-6396","07/23/2020","01901083","REG","Regular Voucher"," ","07/14/2020","N",533.2,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","522131","In-State Pur Food Ldg Agcy Dir"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAF
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","NATIONAL FIRE PROT ASSOC JOURN","MANCHESTER","NH","03108-9689","07/23/2020","01901084","REG","Regular Voucher"," ","06/18/2020","N",4114.47,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","536190","Educational Supplies"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAG
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","QUALTRICS LLC","PHOENIX","AZ","85038-9650","07/23/2020","01901085","REG","Regular Voucher"," ","06/15/2020","N",4999,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","515990","Other Svcs-exc.Pub.Admin."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAH
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","CDW GOVERNMENT INC","CHICAGO","IL","60675-1515","07/23/2020","01901086","REG","Regular Voucher"," ","07/17/2020","N",20.87,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","541120","Data Processing Equipment"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAI
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","STAPLES BUSINESS ADVANTAGE","CHICAGO","IL","60696-3689","07/23/2020","01901087","REG","Regular Voucher"," ","07/18/2020","N",30.32,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","536140","Office Supplies (Expendable)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","STAPLES BUSINESS ADVANTAGE","CHICAGO","IL","60696-3689","07/23/2020","01901088","REG","Regular Voucher"," ","07/18/2020","N",517.25,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","536140","Office Supplies (Expendable)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901089","REG","Regular Voucher"," ","07/14/2020","N",2403.43,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901090","REG","Regular Voucher"," ","07/14/2020","N",574.21,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAM
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901091","REG","Regular Voucher"," ","07/15/2020","N",47.52,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901093","REG","Regular Voucher"," ","07/16/2020","N",1714,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","541150","Equip-Furn-Residential Educ."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk++AAO
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901094","REG","Regular Voucher"," ","07/08/2020","N",574.28,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/BAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901095","REG","Regular Voucher"," ","07/07/2020","N",60.39,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/BAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901007","REG","Regular Voucher"," ","07/22/2020","N",152.71,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk7+AAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901008","REG","Regular Voucher"," ","07/22/2020","N",1306.58,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk7+AAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901009","REG","Regular Voucher"," ","07/22/2020","N",4204.92,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk7+AAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901010","REG","Regular Voucher"," ","07/22/2020","N",1308.57,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk7+AAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901011","REG","Regular Voucher"," ","07/22/2020","N",1570.14,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901012","REG","Regular Voucher"," ","07/22/2020","N",262.2,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901013","REG","Regular Voucher"," ","07/22/2020","N",101173.89,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901014","REG","Regular Voucher"," ","07/22/2020","N",66673.21,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901015","REG","Regular Voucher"," ","07/22/2020","N",2923.6,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAG
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901016","REG","Regular Voucher"," ","07/22/2020","N",1116,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAI
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901017","REG","Regular Voucher"," ","07/22/2020","N",2008.8,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901018","REG","Regular Voucher"," ","07/22/2020","N",125.3,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901019","REG","Regular Voucher"," ","07/22/2020","N",6456.92,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901020","REG","Regular Voucher"," ","07/22/2020","N",50.36,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAM
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901021","REG","Regular Voucher"," ","07/22/2020","N",1653.63,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901022","REG","Regular Voucher"," ","07/22/2020","N",853.72,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901023","REG","Regular Voucher"," ","07/22/2020","N",68.26,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk1pAAR
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901024","REG","Regular Voucher"," ","07/22/2020","N",1532.84,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901025","REG","Regular Voucher"," ","07/22/2020","N",4836,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAF
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901026","REG","Regular Voucher"," ","07/22/2020","N",1699,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAG
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901027","REG","Regular Voucher"," ","07/22/2020","N",1285.41,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAH
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901028","REG","Regular Voucher"," ","07/22/2020","N",1958.21,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAI
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901029","REG","Regular Voucher"," ","07/22/2020","N",50.48,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901030","REG","Regular Voucher"," ","07/22/2020","N",138.58,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901031","REG","Regular Voucher"," ","07/22/2020","N",1548,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901032","REG","Regular Voucher"," ","07/22/2020","N",2078.82,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAM
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901033","REG","Regular Voucher"," ","07/22/2020","N",485.1,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901034","REG","Regular Voucher"," ","07/22/2020","N",6400,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk8AAAO
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901140","REG","Regular Voucher"," ","07/14/2020","N",373.87,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/GAAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901141","REG","Regular Voucher"," ","07/14/2020","N",37.6,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/GAAO
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901142","REG","Regular Voucher"," ","07/17/2020","N",19.71,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/GAAP
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901143","REG","Regular Voucher"," ","07/17/2020","N",980.2,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/GAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","WHITE,JACKIE L","BROKEN ARROW","OK","74011-4138","07/23/2020","01901144","REG","Regular Voucher"," ","05/05/2019","N",300,"07/23/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","515660","Educational Services"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGk/GAAR
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/23/2020","01901145","REG","Regular Voucher"," ","07/20/2020","N",5.38,"07/23/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGlAAAAH
